id,jlpt_level,word,reading,meaning,jmdict_pos,jmdict_glosses,image_status,image_score,image_type,visual_domain,image_query_en,image_query_ja,distractor_pool,classification_reason,source
n1_02197,N1,法学,ほうがく,law;jurisprudence,noun (common) (futsuumeishi),law | jurisprudence,review,55,noun_needs_review,general,law,法学,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02198,N1,法廷,ほうてい,courtroom,noun (common) (futsuumeishi),court (of law) | courtroom,review,55,noun_needs_review,general,courtroom,法廷,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02199,N1,法案,ほうあん,bill (law),noun (common) (futsuumeishi),bill (law) | measure,review,55,noun_needs_review,general,bill,法案,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02203,N1,津波,つなみ,tsunami;tidal wave,noun (common) (futsuumeishi),tsunami | tidal wave,review,55,noun_needs_review,general,tsunami,津波,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02204,N1,洪水,こうずい,flood,noun (common) (futsuumeishi),flood | flooding,review,55,noun_needs_review,general,flood,洪水,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02208,N1,派遣,はけん,dispatch;send,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,dispatch | despatch | deployment | temporary employee (esp. from an agency) | temporary worker,review,48,action_needs_review,person_family,person dispatching,派遣,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02214,N1,浜,はま,beach;seashore,noun (common) (futsuumeishi),beach | seashore | captured pieces | captured stones | Yokohama,review,55,noun_needs_review,general,beach,浜,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02215,N1,浜辺,はまべ,beach;foreshore,noun (common) (futsuumeishi),beach | foreshore,review,55,noun_needs_review,general,beach,浜辺,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02218,N1,浮力,ふりょく,buoyancy;floating power,noun (common) (futsuumeishi),buoyancy | floating power,review,55,noun_needs_review,general,buoyancy,浮力,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02219,N1,浮気,うわき,flighty;fickle;wanton;unfaithful,noun (common) (futsuumeishi) | adjectival nouns or quasi-adjectives (keiyodoshi) | noun or participle which takes the aux. verb suru | intransitive verb,extramarital sex | affair | fooling around | infidelity | wantonness,review,48,action_needs_review,person_family,person flightying,浮気,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02220,N1,浴室,よくしつ,bathroom;bath,noun (common) (futsuumeishi),bathroom,review,55,noun_needs_review,general,bathroom,浴室,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02221,N1,海峡,かいきょう,channel,noun (common) (futsuumeishi),channel (e.g. between two land masses) | strait,review,55,noun_needs_review,general,channel,海峡,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02225,N1,海運,かいうん,maritime;marine transportation,noun (common) (futsuumeishi),maritime transport | shipping,review,55,noun_needs_review,general,maritime,海運,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02227,N1,消去,しょうきょ,elimination;erasing;dying out;melting away,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,erasure | deletion | elimination | clearing | elimination (of variables),review,48,action_needs_review,person_family,person eliminationing,消去,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02229,N1,消耗,しょうこう,exhaustion;consumption,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb | intransitive verb,exhaustion | consumption | using up | dissipation | waste,review,48,action_needs_review,person_family,person exhaustioning,消耗,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02234,N1,混同,こんどう,confusion;mixing;merger,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,confusion | mixing | merger,review,48,action_needs_review,person_family,person confusioning,混同,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02240,N1,清濁,せいだく,good and evil;purity and impurity,noun (common) (futsuumeishi),good and evil | purity and impurity | voiced and unvoiced consonants,review,55,noun_needs_review,general,good and evil,清濁,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02241,N1,清算,せいさん,liquidation;settlement,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,(financial) settlement | squaring accounts | clearing debts | liquidation | ending (a relationship),review,48,action_needs_review,person_family,person liquidationing,清算,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02245,N1,済みません,すみません,sorry;excuse me,"expressions (phrases, clauses, etc.) | interjection (kandoushi)",excuse me | pardon me | I'm sorry | I beg your pardon | thank you,review,45,manual_review,general,sorry,済みません,general,insufficient POS signal,Tanos JLPT vocabulary
n1_02248,N1,減点,げんてん,subtract;give a demerit,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,subtracting points | deducting points | points deducted,review,48,action_needs_review,person_family,person subtracting,減点,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02250,N1,渦,うず,swirl,noun (common) (futsuumeishi),whirlpool | swirl | eddy | vortex | maelstrom,review,55,noun_needs_review,general,swirl,渦,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02256,N1,源,みなもと,source;origin,noun (common) (futsuumeishi),source (of a river) | fountainhead | source | origin | root,review,55,noun_needs_review,general,source,源,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02259,N1,準急,じゅんきゅう,local express (train slower than an express),noun (common) (futsuumeishi),semi-express train | local express train | sub-express train,review,55,noun_needs_review,general,local express,準急,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02260,N1,溜まり,たまり,collected things;gathering place;arrears,noun (common) (futsuumeishi),pile | pool | collection | gathering spot | waiting place for a wrestler beside the ring,review,55,noun_needs_review,general,collected things,溜まり,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02261,N1,溝,こう,10^38;hundred undecillion (American);hundred sextillion (British),numeric,10^32 | hundred nonillion,review,45,manual_review,general,10^38,溝,general,insufficient POS signal,Tanos JLPT vocabulary
n1_02263,N1,溶液,ようえき,solution (liquid),noun (common) (futsuumeishi),solution (liquid),review,55,noun_needs_review,general,solution,溶液,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02266,N1,滅亡,めつぼう,downfall;ruin;collapse;destruction,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,downfall | ruin | collapse | destruction,review,48,action_needs_review,person_family,person downfalling,滅亡,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02271,N1,滞納,たいのう,non-payment;default,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,falling behind (with a payment) | being in arrears | non-payment | default | delinquency,review,48,action_needs_review,person_family,person non-paymenting,滞納,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02273,N1,漁村,ぎょそん,fishing village,noun (common) (futsuumeishi),fishing village,review,55,noun_needs_review,general,fishing village,漁村,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02274,N1,漁船,ぎょせん,fishing boat,noun (common) (futsuumeishi),fishing boat,review,55,noun_needs_review,general,fishing boat,漁船,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02281,N1,演出,えんしゅつ,production (e.g. play);direction,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,"direction (of a play, film, etc.) | production | organization (of an event) | arrangement | staging (for effect)",review,48,action_needs_review,person_family,person productioning,演出,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02282,N1,演習,えんしゅう,practice;exercises;manoeuvers,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb | intransitive verb,practice | exercise | drill | military exercise | manoeuvres,review,48,action_needs_review,person_family,person practicing,演習,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02287,N1,潜入,せんにゅう,infiltration;sneaking in,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,infiltration | sneaking in | going undercover,review,48,action_needs_review,person_family,person infiltrationing,潜入,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02288,N1,潜水,せんすい,diving,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,diving | submerging | going underwater,review,48,action_needs_review,person_family,person divinging,潜水,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02290,N1,潮,うしお,tide,noun (common) (futsuumeishi),tide | current | sea water | opportunity | chance,review,55,noun_needs_review,general,tide,潮,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02293,N1,濠,ごう,moat,noun (common) (futsuumeishi),moat | fosse | canal | ditch,review,55,noun_needs_review,general,moat,濠,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02294,N1,濫用,らんよう,abuse;misuse;misappropriation;using to excess,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,abuse | misuse | misappropriation | using to excess,review,48,action_needs_review,person_family,person abusing,濫用,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02296,N1,火傷,かしょう,burn;scald,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,"burn | scald | getting one's fingers burned (e.g. poor investment, mixing with the wrong people)",review,48,action_needs_review,person_family,person burning,火傷,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02297,N1,火星,かせい,Mars (planet),noun (common) (futsuumeishi),Mars (planet),review,55,noun_needs_review,general,Mars,火星,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02299,N1,火花,ひばな,spark,noun (common) (futsuumeishi),spark,review,55,noun_needs_review,general,spark,火花,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02300,N1,灯,ともしび,light,noun (common) (futsuumeishi),light | lamp,review,55,noun_needs_review,general,light,灯,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02301,N1,灰,あく,puckery juice,noun (common) (futsuumeishi),ash | ashes,review,55,noun_needs_review,general,puckery juice,灰,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02302,N1,灰皿,はいさら,ashtray,noun (common) (futsuumeishi),ashtray,review,55,noun_needs_review,general,ashtray,灰皿,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02303,N1,災害,さいがい,calamity;disaster;misfortune,noun (common) (futsuumeishi),calamity | disaster | misfortune,review,55,noun_needs_review,general,calamity,災害,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02306,N1,炭素,たんそ,carbon (C),noun (common) (futsuumeishi),carbon (C),review,55,noun_needs_review,general,carbon,炭素,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
