row,id,level,word,reading,matchedTerm,sentenceId,sentenceJa,sentenceEn,sentenceZh,authorJa,authorEn,authorZh,score,status
749,n3_06122,N3,応じる,おうじる,応じる,232966,あなたの要求に応じることはできない。,I cannot answer your request offhand.,,\N,Dejo,,100,matched
750,n3_06127,N3,怠ける,なまける,怠ける,205009,それは怠ける口実にすぎない。,That is a mere excuse for idleness.,这只不过是懒惰的一个借口。,\N,handsomelyian,fucongcong,128,matched
751,n3_06136,N3,恐れる,おそれる,恐れる,123752,動物はなぜ火を恐れると思いますか。,Why do you think animals dread fire?,你觉得为什么动物会怕火呢？,tommy__san,CK,crescat,131,matched
752,n3_06142,N3,悩む,なやむ,悩む,11024779,いろんな種類のみかんがあって、どれ買うか悩む。,There's many types of mandarin oranges so it's hard to choose which to get.,有各種不同種類的橘子，不知道該買哪一種。,small_snow,justpeachy,LeviHighway,125,matched
753,n3_06145,N3,悲しむ,かなしむ,悲しむ,198921,なんでそんなに悲しむの。,Why should you be so sad?,為什麼你要這麼難過?,\N,megamanenm,Martha,126,matched
754,n3_06155,N3,愛する,あいする,愛する,182985,貴方を愛することに変わりはないから。,"I'll always love you, no matter what happens.",不論發生了什麼事，我會永遠愛你。,\N,CK,Martha,132,matched
755,n3_06158,N3,感じる,かんじる,感じる,1309633,君が負い目を感じる必要はないんだよ。,You don't have to feel beholden.,,bunbuku,Lumi,,100,matched
756,n3_06167,N3,成る,なる,成る,152005,私達のクラスは３０人の生徒から成る。,Our class consists of thirty students.,我们班有三十名学生。,\N,\N,vicch,130,matched
757,n3_06176,N3,戦う,たたかう,戦う,83586,兵士達は戦う勇気をなくした。,The soldiers lost the courage to fight.,士兵们失去了战斗的勇气。,\N,CK,fucongcong,126,matched
758,n3_06177,N3,戻す,もどす,戻す,176980,君は彼に彼がなくしたお金を戻すべきだ。,You must compensate him for the money he lost.,你需要赔偿他损失的钱。,\N,AlanF_US,iiujik,129,matched
759,n3_06185,N3,打つ,ぶつ,打つ,993817,気晴らしと言えば碁を打つことぐらいだ。,Go is my only distraction.,要说舒压的话我也就是打打围棋了。,mookeee,WestofEden,yufanlou,129,matched
760,n3_06186,N3,扱う,あつかう,扱う,186836,科学者は主として物質の問題を取り扱う。,Scientists deal mainly with physical matters.,科学家處理大多数物理的事物。,\N,CK,kaktuswasser,129,matched
761,n3_06193,N3,抜く,ぬく,抜く,207356,その日その日を生き抜くのがやっとだ。,I'm just living from day to day.,,bunbuku,blay_paul,,98,matched
762,n3_06194,N3,抜ける,ぬける,抜ける,207227,その箱にそんなに詰めると底が抜けるよ。,"If you stuff the box too full, the bottom will fall out.",,\N,CK,,99,matched
763,n3_06195,N3,抱える,かかえる,抱える,213198,そのことが我々が抱える問題に新しい面を加える。,That adds a new dimension to our problem.,,\N,CM,,95,matched
764,n3_06196,N3,抱く,いだく,抱く,82786,母親は赤ん坊を左胸に抱く傾向がある。,A mother tends to hold her baby on the left.,,mookeee,CM,,98,matched
765,n3_06200,N3,招く,まねく,招く,10137819,この翻訳は誤解を招く恐れがあります。,This translation is misleading.,,small_snow,Hybrid,,98,matched
766,n3_06203,N3,持ち上げる,もちあげる,持ち上げる,220876,この石を持ち上げる事が出来ますか。,Can you lift this stone?,你能舉起這塊石頭嗎？,\N,CN,nickyeow,135,matched
767,n3_06204,N3,指す,さす,指す,9669340,UFOとは未確認飛行物体を指す。,UFO stands for unidentified flying object.,UFO代表不明飛行物體。,Sim5634,CK,Martha,128,matched
768,n3_06207,N3,振る,ふる,振る,8833268,トムはメアリーのこと振るつもりなの？,Is Tom going to dump Mary?,汤姆要甩了玛丽吗？,bunbuku,CK,crescat,130,matched
769,n3_06208,N3,捕まる,つかまる,つかまる,11236913,今出たら、間違いなく渋滞につかまると思うよ。,"If you leave now, I'm sure you'll be caught in a traffic jam.",你現在出門的話，肯定會堵車的。,bunbuku,CK,nickyeow,116,matched
770,n3_06210,N3,掛かる,かかる,掛かる,12157917,本気で取り掛かる準備はできている。,I'm ready to roll up my sleeves.,,ensana,CK,,99,matched
771,n3_06213,N3,掴む,つかむ,掴む,189360,雲を掴むような話だな。,What you are saying does not make sense.,你說的話沒有道理。,KK_kaku_,Zifre,egg0073,123,matched
772,n3_06214,N3,描く,えがく,描く,194992,みんなが彼の描く絵を誉めているね。,Everyone admires the pictures painted by him.,每個人都很欣賞他所畫的圖畫。,\N,CK,Martha,129,matched
773,n3_06217,N3,換える,かえる,換える,200960,どこで乗り換えるのでしょうか。,Where do I have to change trains?,我要在哪裡換火車？,mookeee,CK,Martha,129,matched
774,n3_06218,N3,握る,にぎる,握る,2673348,トムはマイクを握ると人格が変わる。,Tom's personality changes completely when he grabs the mic.,,tommy_san,WestofEden,,97,matched
775,n3_06223,N3,撃つ,うつ,撃つ,236935,止まらないと撃つぞ。,"Stop, or I'll shoot.",停止，不然我就開槍了。,mookeee,CK,Martha,122,matched
776,n3_06225,N3,支える,ささえる,支える,222321,この橋を支えるには重い柱が必要だ。,Heavy posts are needed to sustain this bridge.,,\N,\N,,99,matched
777,n3_06230,N3,支払う,しはらう,支払う,196369,ぼくはいつでもよろこんで支払うよ。,I am quite ready for payment.,我隨時樂意付錢給你。,\N,Sleekkat,Martha,131,matched
778,n3_06235,N3,放す,はなす,放す,188500,王はその囚人を解放するように命じた。,The king ordered the prisoner should be set free.,國王下令把囚犯釋放。,bunbuku,CK,nickyeow,130,matched
779,n3_06240,N3,救う,すくう,救う,2126653,トムを救うにはどうすればいいのですか。,How can we save Tom?,我们怎样才可以救汤姆？,bunbuku,CK,iMaple,129,matched
780,n3_06245,N3,散歩,さんぽ,散歩,9011614,毎朝、公園で犬を散歩させてるんだよ。,I walk my dog in the park every morning.,我每天早上到公园里遛狗。,bunbuku,CK,fucongcong,130,matched
781,n3_06248,N3,数える,かぞえる,数える,10006456,トムは１０まで数えることができます。,Tom can count to ten.,,small_snow,CK,,100,matched
782,n3_06257,N3,断る,ことわる,断る,177977,君は、彼の申し出を断るべきだった。,You should have refused his offer.,你應該拒絕他的提議的。,\N,CH,Martha,129,matched
783,n3_06275,N3,昇る,のぼる,昇る,11153071,宇宙飛行士は、天にも昇る思いだった。,The astronaut was over the moon.,,small_snow,Hybrid,,98,matched
784,n3_06277,N3,明ける,あける,明ける,233762,あなたにはもっと早く全てを打ち明けるべきだった。,I should have told you everything earlier.,我该早点把这一切都告诉你的。,\N,CC,fucongcong,126,matched
785,n3_06292,N3,暮らす,くらす,暮らす,158462,私は一人で暮らすことに耐えられない。,I can't bear living alone.,我無法忍受獨居。,\N,CK,egg0073,132,matched
786,n3_06300,N3,替える,かえる,替える,2858323,ちょっと着替えるからあっち向いてて。,Please look the other way. I want to change my clothes.,,tommy_san,CK,,100,matched
787,n3_06308,N3,有る,ある,有る,116974,彼の書斎には何百冊という本が有る。,There are hundreds of books in his study.,他的書房裡有數百本書。,mookeee,CS,LeviHighway,129,matched
788,n3_06314,N3,望む,のぞむ,望む,4213291,君が望むなら僕は帰ってもいいですよ。,"If you want, I can come back.",假如你希望的话我可以回家。,User66813,shmo,crescat,130,matched
789,n3_06348,N3,構う,かまう,かまう,95714,彼女がいつ結婚しようとかまうものか。,Who cares when she gets married?,誰管她什麼時候要結婚?,\N,CK,Martha,118,matched
790,n3_06355,N3,横切る,よこぎる,横切る,154418,私は彼が通りを横切るのをじっと見ていた。,I watched him cross the street.,我看到他過馬路。,\N,CH,Martha,130,matched
791,n3_06361,N3,欠ける,かける,欠ける,224683,ここだけの話だが彼の考え方は深みに欠ける。,"Between you and me, he's a shallow thinker.",他思想肤浅，这个我们知道就好。,\N,\N,fucongcong,129,matched
792,n3_06369,N3,止す,よす,止す,210089,その市は市電を廃止することを決めた。,The city has decided to do away with the streetcar.,,\N,orcrist,,98,matched
793,n3_06378,N3,残す,のこす,残す,1097449,思い残すことがないように頑張るぞ。,I'll do my best to have no regrets.,,mookeee,mookeee,,97,matched
794,n3_06381,N3,殺す,ころす,殺す,10063228,トムがメアリーを殺すわけないじゃん。,Why would Tom kill Mary?,,bunbuku,CK,,98,matched
795,n3_06387,N3,気に入る,きにいる,気に入る,10798017,それいいね。トムも気に入ると思うよ。,"I like it. I think Tom does, too.",,small_snow,shekitten,,102,matched
796,n3_06389,N3,気付く,きづく,気付く,114923,彼はあなたのミスにきっと気付くでしょう。,He's bound to notice your mistake.,他必定會覺察到你的錯誤。,\N,CK,Martha,130,matched
797,n3_06397,N3,求める,もとめる,求める,7976791,トムさんに助けを求めるべきだった。,I should've asked Tom to help.,我本應該向湯姆求助的。,Leolaaziano,CK,Leolaaziano,131,matched
798,n3_06403,N3,沈む,しずむ,沈む,185699,我々は太陽が山の後ろに沈むのを眺めた。,We watched the sun setting behind the mountains.,,bunbuku,CK,,97,matched
799,n3_06413,N3,注ぐ,そそぐ,注ぐ,2982994,ヨルダン川は死海に注ぐ唯一の川である。,The Jordan River is the only river flowing into the Dead Sea.,,tommy_san,MrShoval,,97,matched
800,n3_06420,N3,流す,ながす,流す,201729,トイレの水を流すのを忘れないようにね。,Don't forget to flush the toilet.,別忘了沖廁。,small_snow,CK,nickyeow,129,matched
801,n3_06422,N3,流れる,ながれる,流れる,146932,小川がさらさらと流れる音が聞こえる。,We can hear a brook murmuring.,,KK_kaku_,\N,,100,matched
802,n3_06424,N3,浴びる,あびる,浴びる,994800,シャワーは夜に浴びるのが私の習慣です。,I usually shower at night.,我通常在晚上洗澡。,mookeee,CK,fucongcong,131,matched
803,n3_06433,N3,済ませる,すませる,済ませる,189178,英語の辞書なしで済ませることができますか。,Can you do without an English dictionary?,,\N,francaisr0wlet,,99,matched
804,n3_06435,N3,減らす,へらす,減らす,177660,君はたばこを吸い過ぎだ。減らすべきだ。,You smoke too much. You should cut back.,你吸太多煙了。你應該少抽一點。,\N,CK,Martha,131,matched
805,n3_06436,N3,減る,へる,減る,8856433,結婚すれば、自由な時間が減るでしょう。,"If you get married, you'll likely have less free time.",结婚后可就没什么空闲时间了。,mochico,tsp_2,jan_OkulaJu,129,matched
806,n3_06440,N3,満ちる,みちる,,,,,,,,,,no_match
807,n3_06443,N3,溺れる,おぼれる,溺れる,194393,もうちょっとで溺れるところだった。,I almost drowned.,我差一点淹死。,small_snow,CK,zhouj1955,131,matched
808,n3_06452,N3,濡れる,ぬれる,濡れる,121965,猫は濡れるのを嫌がる。,Cats don't like getting wet.,猫讨厌被弄湿。,bunbuku,CM,fucongcong,125,matched
809,n3_06458,N3,為る,する,為る,1602127,今日、東京はとても寒く為るでしょう。,"Today, Tokyo will get very cold.",,jathonjet,jathonjet,,98,matched
810,n3_06469,N3,燃える,もえる,燃える,78217,硫黄は青い炎を上げて燃える。,Sulfur burns with a blue flame.,硫磺燃燒著藍色的火焰。,mookeee,CM,Martha,128,matched
811,n3_06484,N3,狂う,くるう,狂う,532983,我らの頭上に荒れ狂う砂と剣の煌きは、まるで夜空に降り注ぐ流星の如し。,"The turbulent sands above our heads, the flinging of our swords... they're naught but falling stars in the night sky.",在我們頭頂飛舞著的沙粒，在我們手中揮動著的刀劍……它們不是甚麼，只不過是在夜空中擦過的一朵朵流星。,qahwa,saeb,nickyeow,114,matched
812,n3_06495,N3,現す,あらわす,現す,178047,君の夢が実現するときがくるでしょう。,The time will come when your dream will come true.,您的夢想有朝一日會成真的。,\N,CM,DaoSeng,130,matched
813,n3_06497,N3,現れる,あらわれる,現れる,85826,被告は金曜日に法廷に現れる予定です。,The accused is to appear before the court on Friday.,被告周五将会出现在法庭上。,\N,\N,fucongcong,132,matched
814,n3_06512,N3,生じる,しょうじる,生じる,197492,ひとつの誤解から多くの争いが生じる。,Many a quarrel comes about through a misunderstanding.,,\N,AlanF_US,,100,matched
